school_id,institution_name,province,type,onboarding_status
800035507,"A PETIT PAS INDEPENDENT SCHOOL",Mpumalanga,"Independent School (PRIMARY)",unclaimed
800035522,"ACORN - OAKS COMPREHENSIVE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034962,"ACORNHOEK ACADEMY SCHOOL",Mpumalanga,"Independent School (SECONDARY)",unclaimed
800034990,"ALEXANDRIA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034879,"ALFRED MATSHINE COMMERCIAL SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034906,"ANDOVER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034851,"APLOS CHILOANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035179,"BABATI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034907,"BABINATAU SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035482,"BADLANGAYE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035049,"BAKUTSWE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035050,"BANTOMU PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035077,"BARNEY PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034880,"BEN MATLOSHE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034881,"BEN W MASHEGO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034934,"BENG BA LONA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034963,"BERETTA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035090,"BHEJANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035120,"BOIKHUTSO PRIMARY-2 SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035148,"BOMBANI SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035180,"BONDZENI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035705,"BUCKRIDGE PRIVATE SCHOOL",Mpumalanga,"Independent School (COMBINED)",unclaimed
800035181,"BUNNY KHOSA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035079,"BUSHBUCKRIDGE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034935,"BUYISONTO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035695,"CANSAS PRIVATE SCHOOL",Mpumalanga,"Independent School (COMBINED)",unclaimed
800034882,"CASTEEL PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035149,"CHARLEY MBHUNGELE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035091,"CHAYAZA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034964,"CHAYIWE LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034853,"CHUEU PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034854,"CRAIGIEBURN PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034991,"CUNNINGMOORE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034936,"D.G. MASHEGO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035236,"DANIYE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035021,"DAYIMANI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800028530,"DIENTJIE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035080,"DILAYI LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035081,"DIPHASWA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035121,"DITAU SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035082,"DIWITI SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035022,"DLUMANA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035092,"DUMISANI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035150,"DUMPHIES COMBINED SCHOOL",Mpumalanga,"Public School (COMBINED)",unclaimed
800035184,"DYONDZEKANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035122,"E.S. MALELE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034908,"ECKSON MASOTJA CHILOANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035052,"EMFULENI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035151,"ERIC NXUMALO HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034938,"ESSELMAN PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035152,"EZROM PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035493,"EZWENI PRIMARY SCHOOL",Mpumalanga,"Independent School (PRIMARY)",unclaimed
800035123,"FAREL PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035153,"FLORAPHOPHE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035023,"FRANK MAGHINYANA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034939,"FREDDY SITHOLE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034965,"FUNJWA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035237,"GAVAZANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034966,"GERMANS CHILOANE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035093,"GEZINGQONDO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800004754,"GLORY HILL PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035154,"GODIDE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800009167,"GRASKOP PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035495,"GREEN LIGHT PRIMARY SCHOOL",Mpumalanga,"Independent School (PRIMARY)",unclaimed
800034855,"GREEN VALLEY LOWER & HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035053,"HALEMELA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035024,"HANANANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800019687,"HARMONY HILL PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035186,"HIBEMANDLA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035025,"HLALAKAHLE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034940,"HLAMALANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034992,"HLANGALEZWE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035188,"HLANGANANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035238,"HLAVATHI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034856,"HLOALA CHILOANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035189,"HLOMANI SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800028597,"HLONG SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035054,"HLULANI HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034828,"HLUVUKANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034993,"HOBO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035460,"HOEDSPRUIT INDEPENDENT COLLEGE",Mpumalanga,"Independent School (SECONDARY)",unclaimed
800034994,"HOKISA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034829,"HOKWE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035094,"HOMUZEYA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034995,"HOYOHOYO SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800005868,"HOËRSKOOL LYDENBURG",Mpumalanga,"Public School (SECONDARY)",unclaimed
800005975,"HOËRSKOOL SYBRAND VAN NIEKERK",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035155,"HUMULANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035190,"HUNDZUKANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035191,"IAN MACKENZI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035192,"J.J. MATSANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034996,"JAMES KHOSA SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034909,"JAMEYANA HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035193,"JAN RIKHOTSO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035484,"JB KHOZA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035194,"JONGILANGA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028605,"KADISHI SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035487,"KAHLELA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034885,"KELEDI SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034886,"KENNEN PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034967,"KGWADITIBA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034830,"KHAYELIHLE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035316,"KHAYIMANI SCIENCE AND TECHNOLOGY COMBINED SCHOOL",Mpumalanga,"Independent School (COMBINED)",unclaimed
800034910,"KHOKHOVELA HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034998,"KHULONG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028548,"KOBENG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034941,"KUFAKWEZWE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035639,"KURHULA JUNIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035056,"KWANANG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034999,"KWETSE LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035057,"L.M. MOKOENA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800009415,"LAERSKOOL LYDENBURG",Mpumalanga,"Public School (PRIMARY)",unclaimed
800009621,"LAERSKOOL SABIE",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035058,"LAMULELANI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034831,"LANGA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035059,"LAPISHE LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034887,"LEBADISHANG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035125,"LEHLASEDI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035527,"LEHLOGONOLO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034888,"LEKANANG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034889,"LEKEDI LH PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034859,"LEKETE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035126,"LESEDI LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800010280,"LESODI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034860,"LETHIPELE SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034912,"LETSAMAILE CHILOANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035127,"LETSHELE SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800010462,"LINDANI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028555,"LL MOGANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028613,"LM KGANANE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035097,"LONDHINDHA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035026,"LUDLOW PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035195,"LUKA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034969,"LUMUKISA PREPARATORY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800005363,"LYDENBURG AKADEMIE",Mpumalanga,"Independent School (COMBINED)",unclaimed
800005165,"LYDENBURG CHRISTIAN PRIVATE SCHOOL",Mpumalanga,"Independent School (COMBINED)",unclaimed
800017764,"LYDENBURG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035098,"M.L. NKUNA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034890,"M.O. MASHEGO LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035060,"M.P. MOKOENA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034861,"MAAKERE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035196,"MABARHULE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034913,"MABONWANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034832,"MACHAYE SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035197,"MADIBA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034914,"MADILE LOWER HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034915,"MADIZI SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035198,"MADLALA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035061,"MADUKULUSHE LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035099,"MADZUMA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035157,"MAFEMANI NXUMALO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035083,"MAGABOTSE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035002,"MAGASHULE LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035158,"MAGIGWANA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035199,"MAGUDU PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034971,"MAGWAGWAZA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034972,"MAHASHE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034833,"MAHLAHLUVANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035027,"MAHLALE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035159,"MAHLAMBANDLOPFU PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035028,"MAHLATHI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035029,"MAHLEKISANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034891,"MAHUBAHUBA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035160,"MAHUVO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034942,"MAJEMBENI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034892,"MAKATA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034916,"MAKGAHLISHE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035100,"MAKHOSANA MANZINI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035062,"MAKOROMPANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028621,"MAKUKE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034863,"MAKWETSE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035161,"MALAMULE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035063,"MALAVUTELA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035064,"MALENGEZA HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035030,"MALWANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034893,"MAMOSEBO LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034894,"MAMOSODI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035101,"MANDONDO HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034834,"MANUKUSE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034835,"MANYAMOODIESKATANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035031,"MANYANGANA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035032,"MANYELETI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034895,"MAOLOSHE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034975,"MAPALANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035102,"MAPALENI HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034864,"MAPATELETSE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035003,"MAPETEKOANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034976,"MAPHUTHADITSHABA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800012658,"MARAMBANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035065,"MARCIA MOKOENA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800012757,"MARIFAAN PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034865,"MARIPE SENIOR SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035066,"MARONGWANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034943,"MASANA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034978,"MASENYANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800012898,"MASHISHING SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034944,"MASILELA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034917,"MASINGITANA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034945,"MASWAMENI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035524,"MASWENG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034946,"MATHAMBO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035005,"MATHIBELA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035067,"MATHIPE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034896,"MATHUKWANE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035128,"MATHULE PRIMARY-1 SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035068,"MATHUPA LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028647,"MATIBIDI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035033,"MATIKINYA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035103,"MATIKWANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035130,"MATLALONG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035131,"MATLOLANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034897,"MATLUSHE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034836,"MATSAVANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035162,"MAVANDLA HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035085,"MAVILJAN PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035104,"MAVIMBELA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034837,"MAWEWE HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034918,"MAWUVANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035105,"MBATINI LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035106,"MBHANDULE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035006,"MCHAKA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035034,"MDLULI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800013995,"MEMEZILE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035201,"MHLAHLE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034919,"MHLANGANA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035007,"MHLAVA-KHOSA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035202,"MKETSE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035667,"MKHUHLU HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035108,"MKHUKHUMBA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035109,"MKHUMBINI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034947,"MKHWEYANTABA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035069,"MMABATHO MOKOENA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035133,"MMASEKOBE SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035070,"MODUPING COMBINED SCHOOL",Mpumalanga,"Public School (COMBINED)",unclaimed
800035071,"MOGOLANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035008,"MOGOROSHI SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034869,"MOHOLOHOLO SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034899,"MOKGAWANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034870,"MOKGOMANA LOWER & HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800028563,"MOKOKWANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035719,"MONAREDIRA PRIVATE PRIMARY SCHOOL",Mpumalanga,"Independent School (PRIMARY)",unclaimed
800035407,"MONAREDIRA PRIVATE SCHOOL",Mpumalanga,"Independent School (SECONDARY)",unclaimed
800034920,"MORAGE LOWER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035135,"MORATISENG PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034871,"MOREI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035497,"MORITING PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034921,"MOSES MNISI HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034900,"MOSETERATA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034901,"MOSIPA SECONDARY SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800035479,"MOTHAILENG MASHEGO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034902,"MOTLAMOGALE LOWER AND HIGHER PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034872,"MOTLAMOGATSANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035009,"MOTSELENG SENIOR PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034922,"MPHAKU PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035164,"MPIKANISO PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800034949,"MPISANE PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035165,"MPITHI COMBINED SCHOOL",Mpumalanga,"Public School (COMBINED)",unclaimed
800035035,"MTEMBENI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035036,"MUCHUCHI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035037,"MUGENA HIGH SCHOOL",Mpumalanga,"Public School (SECONDARY)",unclaimed
800034979,"MUGIDI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035038,"MUNYAMANA PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
800035110,"MVUYAZI PRIMARY SCHOOL",Mpumalanga,"Public School (PRIMARY)",unclaimed
