school_id,institution_name,province,type,onboarding_status
ZAF-P-200200001,"A M S SITYANA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200002,"A M TAPA SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100001,"A V BUKANI PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200003,"A W BARNES PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600004,"ABAMBO AGRICULTURAL SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100005,"ABERDEEN SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100006,"ABRAHAM LEVY PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-I-200200263,"ACADEMY HIGH SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500039,"AD TSHAYINGCA SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100009,"ADDO PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100012,"ADELAIDE GYMNASIUM",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100014,"ADELAIDE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100016,"ADOLPH SCHAUDER PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-I-200200092,"ADVANCE LIFE CHRISTIAN ACADEMY",Eastern Cape,"Independent School",unclaimed
ZAF-I-200501564,"ADVENT COMPREHENSIVE SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200100018,"AEROVILLE SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200100019,"AL-AZHAR PRIMARY SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200201118,"ALBANY STREET SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100021,"ALEXANDER ROAD HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100024,"ALEXANDRIA HIGH SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200101042,"ALFONSO ARRIES PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600011,"ALHEIT VAN DER MERWE PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200006,"ALICE FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600012,"ALIWAL NORTH HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100025,"ALPHA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200009,"ALPHENDALE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200201004,"ALTHORPE COLLEGE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200100027,"ALTONA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600003,"AM ZANTSI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200300003,"AMABELE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200010,"AMABHELE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200101022,"AMADEUS INDEPENDENT SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200200825,"AMATOLAVILLE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200017,"AMAZIZI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200200468,"AMITEC BUSINESS COLLEGE COMBINED SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-I-200201097,"AMITEK BUSINESS HIGH SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200600019,"ANAKO JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200101043,"ANDREW MOYAKHE CENTRE OF ACADEMIC EXCELLENCE",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100033,"ANDREW RABIE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100036,"ARCADIA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100037,"ARCADIA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100038,"ARCHIE MBOLEKWA JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200022,"ARCHIE VELILE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200201082,"ARISING LITTLE ANGELS CHRISTIAN SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-I-200200364,"ARISTON CHRISTIAN SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200601046,"ARTHUR MFEBE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500005,"ARTHUR NGUNGA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100041,"ASHERVILLE PUBLIC SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200023,"ASPIRANZA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100043,"ASTRA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200401228,"ATTWELL MADALA HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200404017,"AV PLAATJIE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200027,"AYLIFF PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200500006,"AZARIEL SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100044,"B J MNYANDA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200028,"B KAT SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400008,"BACELA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200300008,"BADI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400009,"BAFAZI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500010,"BAKALENI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500013,"BALENI SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600024,"BALMORAL GIRLS PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200401292,"BAMBANANI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200400015,"BAMBILANGA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600027,"BAMBOESPRUIT JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400017,"BANTINI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200300011,"BASHEE COMPREHENSIVE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400019,"BASHEE JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200501607,"BATHANDE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600452,"BATHANDWA NDONDO SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500021,"BAVUMILE JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-I-200200982,"BAY CHRISTIAN SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200400024,"BAZINDLOVU SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200035,"BEACONHURST SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100053,"BEDFORD JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400029,"BEKABANTU JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400032,"BEKIZULU SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400034,"BELE-ZINGCUKA TECHNICAL SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200201060,"BELGRAVIA ART CENTRE",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200200485,"BELLAFIDES PRIVATE SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-I-200200414,"BEN COX ENGLISH MEDIUM SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200501424,"BEN MALI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100057,"BEN NYATI PUBLIC PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600677,"BENGU AGRICULTURAL HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400036,"BENSILE PRIMARY JUNIOR SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200501571,"BERGVIEW COLLEGE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200200037,"BERLIN FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100320,"BERLIN HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100957,"BERTRAM SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200100200,"BET EL CHRISTELIKE AKADEMIE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500027,"BETHANIA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200300869,"BETHEL COLLEGE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500029,"BETHEL JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100064,"BETHELSDORP COMPREHENSIVE SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100065,"BETHELSDORP ROAD PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100066,"BETHVALE PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200201048,"BHONGOLETHU SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100068,"BHONGWENI PUBLIC FARM SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200500315,"BHOVULENGWE SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500035,"BIKITSHA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200600046,"BIKIZANA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200501613,"BILLY TECHNICAL SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500036,"BISANA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200200046,"BISHO FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200044,"BISHO HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600048,"BISHOP DEMONT SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400042,"BIZANA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500041,"BIZANA VILLAGE SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600049,"BLIKANA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100070,"BLUELILIES BUSH PUBLIC JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200300024,"BLYTHSWOOD HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500045,"BODWENI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500046,"BODWENI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200501588,"BOKAMOSO PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200400046,"BOLOTWA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200300028,"BOMELA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600057,"BONGOLETHU FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100076,"BONGOLETHU JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200300831,"BONKOLO HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500094,"BONXA HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500056,"BONXA PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-I-200101054,"BONZAI HIGH KARIEGA",Eastern Cape,"Independent School",unclaimed
ZAF-I-200101052,"BONZAI HIGH SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-I-200100239,"BONZAI PRIMARY SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200100078,"BOOYSEN PARK PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100079,"BOOYSEN PARK SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500057,"BOTHA SIGCAU SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600065,"BOZWANA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200200057,"BREIDBACH FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200058,"BREIDBACH SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200501562,"BRENVAL JACK AND JILL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500060,"BROOKSNEK SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200100977,"BRYLIN LEARNING CENTRE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200601077,"BUBELE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200060,"BUCHULE TECHNICAL HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400051,"BUCULA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200200061,"BUFFALO FLATS PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200637,"BUFFALO METRO INNER CITY HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500062,"BUFFALO NEK JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400053,"BUJE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500065,"BUKAZI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600076,"BULELANI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200300225,"BULUNGULA COLLEGE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500068,"BUNGENI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400058,"BUNTINGVILLE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200600078,"BURGERSDORP HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600079,"BURGERSDORP JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500070,"BUSHULA'S FULL SERVICE SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200300863,"BUSY BEES JUNIOR PRIMARY SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200400059,"BUTO JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200300741,"BUTTERWORTH HIGH SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500071,"BUTTVILLE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400060,"BUTULO JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400061,"BUWA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200500072,"BUWA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400062,"BUZONGOMA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200404052,"BUZZY BEES PRIMARY SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200200072,"BYLETTS COMBINED SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100100,"C M VELLEM PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100101,"C W HENDRICKSE PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600082,"CACADU SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200300041,"CAFUTWENI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400066,"CAGUBA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500079,"CAIPHUS KHOAPA PRIMARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200600083,"CALA COMMUNITY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600088,"CALA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600089,"CALA VILLAGE JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200300042,"CALEY JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200101058,"CALICO ACADEMY SECONDARY SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200500080,"CAMAGU PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200075,"CAMBRIDGE HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200076,"CAMBRIDGE PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200400067,"CAMERON NGUDLE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200300874,"CANAAN ACADEMY",Eastern Cape,"Independent School",unclaimed
ZAF-I-200200181,"CANAAN ACADEMY",Eastern Cape,"Independent School",unclaimed
ZAF-I-200300884,"CANAAN HIGH SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200501456,"CANGCI COMPREHENSIVE TECHNICAL HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200500085,"CANHAMS JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100105,"CAREL DU TOIT HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200600091,"CARINUS PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100106,"CARITAS PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200600095,"CATHCART HIGH SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100109,"CEBELIHLE PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100110,"CEDARBERG PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200501573,"CEDARVILLE GIP",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200501574,"CEDARVILLE PUBLIC SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-I-200201069,"CENTRE OF EXCELLENCE",Eastern Cape,"Independent School",unclaimed
ZAF-P-200200082,"CENYU PUBLIC SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200500089,"CETYWAYO FULL SERVICE SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100111,"CHAPMAN SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100112,"CHARLES DUNA PUBLIC SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200200083,"CHARLES MORGAN PUBLIC SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100113,"CHARLO PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200100114,"CHATTY SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200501404,"CHIEF DUMILE SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200401325,"CHIEF HENRY BOKLENI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400077,"CHIEF NZ MTIRARA SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200400078,"CHIZELA JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200401296,"CHOLAPHANTSI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200600102,"CHRIS HANI PUBLIC FULL SERVICE SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-I-200400935,"CHRIST THE KING COLLEGE",Eastern Cape,"Independent School",unclaimed
ZAF-I-200404018,"CHRIST THE KING INTERNATIONAL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200100118,"CHUBEKILE SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200200999,"CHUMANI JUNIOR PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200401264,"CIBENI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400079,"CIBENI SENIOR SECONDARY SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200401330,"CIBINI JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200100119,"CINGANI HIGH SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-I-200201081,"CITY OF LIGHT PRIVATE SCHOOL",Eastern Cape,"Independent School",unclaimed
ZAF-P-200200088,"CLARENDON HIGH SCHOOL FOR GIRLS",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100120,"CLARENDON PARK PRIMARY SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
ZAF-P-200400084,"CLARKEBURY AGRICULTURAL SCHOOL",Eastern Cape,"Public School (SECONDARY SCHOOL)",unclaimed
ZAF-P-200100121,"CLARKSON JUNIOR SECONDARY SCHOOL",Eastern Cape,"Public School (COMBINED SCHOOL)",unclaimed
ZAF-P-200400085,"COBOSI PRIMARY JUNIOR SCHOOL",Eastern Cape,"Public School (PRIMARY SCHOOL)",unclaimed
